,created_at,text,Month,Day,Year,Time
152,12/14/2015 5:55:40,Why doesn't @FoxNews quote the new Iowa @CNN Poll where I have a 33% to 20% lead over Ted Cruz and all others. Think about it!,12,14,2015,17:10:49
153,12/13/2015 22:52:12,"""@JPMORGAN2016: TRUMP NEEDS HIS OWN POLL A REAL POLL, IN EVERY STATE. THESE POLLS ARE SO RIDICULOUS.THE MEDIA WILL ONLY GET WORSE FROM HERE""",12,13,2015,17:10:49
154,12/13/2015 17:37:25,A very good NBC/Wall Street Journal Poll was just released wherein I went up from last month and am in the lead. Nice!,12,13,2015,17:10:49
155,12/13/2015 13:23:48,"""@JPMORGAN2016: @realDonaldTrump @Peggynoonannyc TRUMP IS WINNING BY SO MUCH MORE, IT'S NEAR 60% NATIONALLY. THEY ARE ALL BIASED POLLS!!!!""",12,13,2015,17:10:49
156,12/13/2015 4:57:25,I will be interviewed on @jaketapper @CNN at 9:00 A.M. and Fox News Sunday with Chris Wallace at 10:O0  A.M. CNN Iowa Poll -13 point lead!,12,13,2015,17:10:49
157,12/12/2015 22:56:36,"New CNN Iowa poll --- Trump 33, Cruz 20. Everyone else way down! Don't trust Des Moines Register poll- biased towards Trump!",12,12,2015,17:10:49
158,12/11/2015 23:50:02,Thank you! We are at 35% in new Reuters poll with #2 coming in at 12%. Time to #MakeAmericaGreatAgain!#Trump2016 https://t.co/0l00OVCo5b,12,11,2015,17:10:49
159,12/11/2015 20:50:09,Great news in Georgia!  The just out  Landmark poll shows me in first with 43%! Wow. https://t.co/mG6uZQxBWG https://t.co/UZ03GJDvOV,12,11,2015,17:10:49
160,12/11/2015 12:45:08,".@Morning_Joe is so off on Iowa, which I am leading big in new @CNN poll. I will win Iowa. Also, I beat Hillary easily!",12,11,2015,17:10:49
161,12/11/2015 4:38:23,"""@FoxNews: @FrankLuntz: Time for the Republican establishment to accept the fact that Trump is not only a viable candidate, but lead is real",12,11,2015,17:10:49
162,12/11/2015 1:30:15,Respected Morning Consult poll just out. I lead all Republicans and beat Hillary head to head by a wide margin- 45 to 40!,12,11,2015,17:10:49
163,12/10/2015 17:56:19,Establishment flunky @KarlRove is going crazy with the just released CBS poll that has me way ahead. New Fox poll has me beating Hillary.,12,10,2015,17:10:49
164,12/10/2015 11:44:11,"Wow, my poll numbers have just been announced and have gone through the roof!",12,10,2015,17:10:49
165,12/9/2015 13:14:17,The last person corrupt Hillary Clinton wants to run against is Donald J. Trump. I'll end up beating her in every state. New Fox Poll-Trump!,12,9,2015,17:10:49
166,12/9/2015 12:06:06,"The failing @nytimes does not mention the new @CNN Poll that has me leading Iowa by a massive 13 points - I am at 33%. Maggie Haberman, sad!",12,9,2015,17:10:49
167,12/9/2015 4:21:15,"Great poll numbers just coming out of New Hampshire. BIG lead for ""Trump"" according to @CNN!",12,9,2015,17:10:49
168,12/8/2015 23:30:17,Great new poll from NH. Thank you! We need to keep this country safe! #Trump2016 https://t.co/r5K58xu8Mp https://t.co/EAqHZ5ttmp,12,8,2015,17:10:49
169,12/8/2015 20:50:50,A very big poll is coming out at 6 PM in New Hampshire. Will be very interested in the results.,12,8,2015,17:10:49
170,12/8/2015 19:58:54,A new poll indicates that 68% of my supporters would vote for me if I departed the GOP &amp; ran as an independent. https://t.co/ztP5d2ctZl,12,8,2015,17:10:49
171,12/8/2015 14:30:04,"I wish the @WSJ Wall Street Journal had reported the just out @CNN Iowa Poll correctly. I lead by a wide margin,13 points, going up big!",12,8,2015,17:10:49
172,12/8/2015 14:25:21,"Just won IOWA @CNN Poll BIG: Trump 33% Cruz 20% Rubio 11%,  but @WSJ reported ""Cruz momentum"" but nothing about the fact that I easily won!",12,8,2015,17:10:49
173,12/8/2015 3:41:28,"""@CRinQC: RT @thehill: New Iowa poll finds .@realDonaldTrump in the lead by double digits. https://t.co/00phDHSb37 https://t.co/t6DSOopCXd",12,8,2015,17:10:49
174,12/8/2015 3:27:56,"""@LexingtonBobby:  @CLewandowski_ Today, ""New Iowa poll finds Trump in the lead by double digits"" https://t.co/00phDHSb37 #Trump16""",12,8,2015,17:10:49
175,12/8/2015 3:22:27,Just released @CNN Poll gives me a big 13 point lead in Iowa. Change your false story failing @nytimes. Thank you Iowa!,12,8,2015,17:10:49
176,12/7/2015 21:42:24,I am especially grateful for the tremendous support I have received from the Evangelicals in the just out Iowa CNN poll. Thank you!,12,7,2015,17:10:49
177,12/7/2015 21:42:05,"I am greatly honored by the results of the CNN poll in Iowa. In the end, I believe the final results will be even better than that!",12,7,2015,17:10:49
178,12/6/2015 14:55:01,"""@JSears68: Poll numbers will go up even more for @realDonaldTrump after Obama's 'address'",12,6,2015,17:10:49
179,12/5/2015 3:36:46,"""@ben_techpro: Donald Trump opens up 'massive' lead in national poll https://t.co/yBfezuPX9a  #makeamericagreatagain #wakeupamerica @GOP""",12,5,2015,17:10:49
180,12/4/2015 14:41:38,".@CNN &amp; @CNNPolitics Please thank Alisyn Camerota, David Chalian and John King for the very professional reporting of the new CNN Poll.",12,4,2015,17:10:49
181,12/4/2015 13:24:20,".@CNN Poll just came out, amazing numbers for those who want to MAKE AMERICA GREAT AGAIN! TRUMP 36%, a 20 point lead over 2nd place. Thanks.",12,4,2015,17:10:49
182,12/3/2015 12:21:38,"""@politico: The retired neurosurgeon plummets 7 points from last month, while Trump solidifies his dominating lead https://t.co/8Mc2sFmbhn""",12,3,2015,17:10:49
183,12/3/2015 11:41:44,"""@DLake66675: @ChateauEmissary @trumpettes16 @realDonaldTrump his poll numbers jump every time instances like this occur.",12,3,2015,17:10:49
184,12/2/2015 20:19:22,"I beat Hillary in the new @FoxNews Poll head to head.  SHE HAS NO STRENGTH OR STAMINA, both of which are needed to MAKE AMERICA GREAT AGAIN!",12,2,2015,17:10:49
185,12/1/2015 20:47:17,"You would think a paper like the Washington Post would be fair and objective. For the record, almost all polls showed I won all debates.",12,1,2015,17:10:49
186,11/30/2015 15:23:33,"The Republican establishment, out of self preservation, is concerned w/ my high poll #'s. More concerned are Dems—I beat Hillary heads up!",11,30,2015,17:10:49
187,11/27/2015 23:21:02,"Pollster Trend 
National GOP Average
223 national polls &amp; 33 pollsters.
#MakeAmericaGreatAgain #Trump2016 https://t.co/mILAGwjvS2",11,27,2015,17:10:49
188,11/27/2015 8:33:21,"""@VaughnVhalen: Donald Trump Rises to 38% Nationally; Ted Cruz Edges into 2nd at 12%",11,27,2015,17:10:49
189,11/26/2015 21:34:25,Great new poll numbers! Thank you for your support! #Trump2016 https://t.co/vmrsOnsMRo,11,26,2015,17:10:49
190,11/24/2015 22:57:14,New @OANN national poll released. Thank you America! #Trump2016 https://t.co/yopcngFzFv,11,24,2015,17:10:49
191,11/22/2015 18:26:13,"Great poll numbers! Thank you!
#MakeAmericaGreatAgain #Trump2016 https://t.co/51CRR6m5Eg",11,22,2015,17:10:49
192,11/22/2015 14:50:56,Great poll numbers all over and beating Hillary Clinton one on one. Thank you!,11,22,2015,17:10:49
193,11/22/2015 12:33:23,Big new @ABC Poll to be announced at 9:00 A.M. on This Week with @GStephanopoulos. I will be interviewed on show!,11,22,2015,17:10:49
194,11/22/2015 12:26:36,.@GStephanopoulos just announced that I am leading  BIG in the new @ABC Poll which will be shown on This Week at 9:00 A.M. I will be on show,11,22,2015,17:10:49
195,11/21/2015 23:40:44,"""@boreed615: Donald Trump retakes lead in GOP race; Ted Cruz makes gains: poll: https://t.co/G8z5ek7emn # via AOL""",11,21,2015,17:10:49
196,11/21/2015 15:32:52,RT @CLewandowski_: .@realDonaldTrump extends lead in 11/20/2015 Reuters #GOP poll. #MakeAmericaGreatAgain #Trump2016 https://t.co/HfXjbjXxL2,11,21,2015,17:10:49
197,11/20/2015 1:05:35,"John Kasich, despite being Governor of Ohio, is losing to me in the Ohio polls. Pathetic!",11,20,2015,17:10:49
198,11/18/2015 23:53:43,"""@FoxNews New Hampshire Poll: @realDonaldTrump 'Rules GOP Race in New Hampshire.' Trump 27, Rubio 13, Cruz 11, Bush 9, Carson 9, &amp; Kasich 7""",11,18,2015,17:10:49
199,11/18/2015 19:23:18,"Via Politico: ""Trump Extends Lead in New Hampshire Poll"" https://t.co/PaJOAi3rGa",11,18,2015,17:10:49
200,11/18/2015 16:57:58,Great New Poll  https://t.co/178k1ERFqT,11,18,2015,17:10:49
201,11/17/2015 13:14:52,So many great polls like Reuters - big leads everywhere. New Hampshire really special! We will win big and MAKE AMERICA GREAT AGAIN!,11,17,2015,17:10:49
202,11/17/2015 2:16:36,"Great poll numbers out of @UMassAmherst. Thank you! #Trump2016 #MakeAmericaGreatAgain 
https://t.co/ePlQRgjMYw",11,17,2015,17:10:49
203,11/15/2015 22:54:31,"""@USATrumpDiva: Donald Trump surges in poll among likely Republican voters https://t.co/uZ5nZUuqKq""",11,15,2015,17:10:49
204,11/15/2015 4:00:48,"""@tasteofaz: Poll: Trump Surges to 42% Nationally; ‘Bad News for Marco Rubio’ https://t.co/9IrLrlpjfM @realdonaldtrump""  Great news!",11,15,2015,17:10:49
205,11/15/2015 3:21:10,"Great news out of New Hampshire! DonaldTrump is pulling away from the pack w/ 2nd is 17% behind him! #Trump2016 https://t.co/hASWradHMe""",11,15,2015,17:10:49
206,11/13/2015 19:42:05,"""@DRUDGE_REPORT: REUTERS 5-DAY ROLLING POLL: TRUMP 34%, CARSON 19.6%, RUBIO 9.7%, CRUZ 7.7%..."" Thank you - a great honor!",11,13,2015,17:10:49
207,11/12/2015 20:38:00,From 2% to 27% in Texas - quite a jump into first place!,11,12,2015,17:10:49
208,11/12/2015 11:16:31,"All seven on-line polls, including Drudge and Time, with thousands of respondents, said I won the debate. @krauthammer said I was ""so, so.""",11,12,2015,17:10:49
209,11/11/2015 10:50:13,"Loved doing the debate...won Drudge and all on-line polls! Amazing evening, moderators did an outstanding job.",11,11,2015,17:10:49
210,11/10/2015 6:00:01,"""@freedoms411: @wakeuppeopleSOS @mitchellvii  @CNN @ABC @CBS It shouldn't be ignored, and I doubt it will be, Carson will drop in polls.""",11,10,2015,17:10:49
211,11/7/2015 3:23:44,"""@Bubbachitchat1: THIS IS WHY THE POLLS ARE WRONG! @Hanan_Khan2: I am a lifelong democrat. And I will be voting trump! #democratsfortrump""""",11,7,2015,17:10:49
212,11/7/2015 0:07:28,"Would be nice if @jmartNYT learned how to read the polls before writing his next story. Probably done on purpose, but not good reporting!",11,7,2015,17:10:49
213,11/6/2015 18:05:06,"""@DefendingtheUSA: GREAT Video. Which of these 4 Polls is Suspect? Kudos to @OANN  https://t.co/kKlRLIDrLC #Trump https://t.co/BiEUTt2k6Z""",11,6,2015,17:10:49
214,11/6/2015 9:58:05,"""@AliceEngle3: @realDonaldTrump-huge lead in Reuters National poll https://t.co/afdvXHzvIx""",11,6,2015,17:10:49
215,11/6/2015 9:37:59,"""@Rick_Sa: @greta Interesting presidential race; Carson tries to beat his mom with a hammer, and @realDonaldTrump beats Carson in the polls!",11,6,2015,17:10:49
216,11/6/2015 9:28:18,A great honor to easily finish FIRST in the @FoxNews poll tabulation even though some of my best polls were not used in determining winner!,11,6,2015,17:10:49
217,11/6/2015 9:21:38,"""@SoCal4Trump: Wow @megynkelly. You openly LIE about who's ahead in the GOP race. Trump is LEADING in 99% of polls. Shameful... #StopTheLies",11,6,2015,17:10:49
218,11/5/2015 9:23:48,"""@marklindsay78: @Hanan_Khan2 @realDonaldTrump poll numbers are higher then most think, no one is asking Democrats if they are voting Trump""",11,5,2015,17:10:49
219,11/4/2015 23:18:58,"Wow! @FoxNews poll just came out. #1 with 26%! Almost as importantly, I am the strongest on economic issues by far! #Trump2016",11,4,2015,17:10:49
220,11/4/2015 13:28:10,"Isn't it terrible that @megynkelly used a poll not used before (I.B.D.) when I was down, but refuses to use it now when I am up?",11,4,2015,17:10:49
221,11/3/2015 14:51:44,"""@LookerCherry: @realDonaldTrump The polls are for the news cycle. Trump is miles ahead and leaving all others in the dust, ""don't doubt me""",11,3,2015,17:10:49
222,11/3/2015 14:44:06,"""@Freedomrings22: @realDonaldTrump I Trust @OANN 's polls They are actually really Fair and really balanced on all their news"" Iowa lead!",11,3,2015,17:10:49
223,11/3/2015 13:40:32,"""@NickEgoroff: BREAKING: Latest poll of Florida voters shows enormous lead for Trump! He'd beat Hillary! https://t.co/TvLEH4NcXt #tcot""",11,3,2015,17:10:49
224,11/2/2015 18:31:09,.@megynkelly used this poll (nobody else did) when I was down—wonder if she’ll use it now that I’m up? https://t.co/wEhqux6Ss8,11,2,2015,17:10:49
225,11/2/2015 18:21:51,.@CharlesMBlow  Why don’t you use new polls instead of the single ancient national poll that was a tiny bit negative. Dishonest reporting!,11,2,2015,17:10:49
226,11/2/2015 12:26:50,"""@Morning_Joe: Online poll: @realDonaldTrump 'best to handle economy' by far https://t.co/SZvSzNzoIk""  Very true, thanks!",11,2,2015,17:10:49
227,11/2/2015 12:24:05,".@Morning_Joe: Marco only won the debate in the minds of desperate people. I won every on-line poll, even crazy @CNBC. Marco good looking?",11,2,2015,17:10:49
228,11/2/2015 1:54:57,"Thank you @JoeTrippi for the nice, and true, words on #Media Buzz with terrific Howie Kurtz. Leading New Hampshire 30 to 12. @FoxNews",11,2,2015,17:10:49
229,11/1/2015 2:48:52,"""@PaulaPedene: Trump Leads GOP, Carson Stays Strong, Rubio 3rd: Poll https://t.co/7dfIDd0Edn""",11,1,2015,17:10:49
230,10/31/2015 22:34:30,"""@hillx123: @realDonaldTrump #MakeAmericaGreatAgain https://t.co/NbiUrwMY37"" Leading big Nationwide in Reuters poll - great!",10,31,2015,17:10:49
231,10/31/2015 22:24:19,Thank you James Freeman of the @WSJ for the very nice words. All polls said I won the debate except NBC (3rd). Explain to Daniel Henninger!,10,31,2015,17:10:49
232,10/31/2015 14:25:26,"""@Maxinerunner: @realDonaldTrump surges in Post-debate Poll! Trump puts US 1st and foremost  @BraveLad @TIMENOUT https://t.co/bTKoYjdPD0""",10,31,2015,17:10:49
233,10/31/2015 12:18:35,The new NBC POLL has me in first place but said I was third in the debate - I demand a recount (just kidding!). EVERY other poll had me #1.,10,31,2015,17:10:49
234,10/31/2015 3:52:11,"""@JackDix03868724: Arizona polls for Democrats only say they would prefer Donald Trump over Hillary Clinton 60%""",10,31,2015,17:10:49
235,10/31/2015 3:23:14,"""@dblack15nc: @realDonaldTrump https://t.co/7IfJNe4XHn Republican is 28%; support for Carson is 23%.""  Poll used by @megynkelly last month",10,31,2015,17:10:49
236,10/31/2015 1:14:20,"""@Parker_Votes: Everyone under 10% in polls should DROP OUT and support TRUMP @realDonaldTrump https://t.co/zu1QL95XqQ""  Great idea!",10,31,2015,17:10:49
237,10/30/2015 19:30:28,"Donald Trump Leads Polls in Florida
  https://t.co/EhSFxH8N8U",10,30,2015,17:10:49
238,10/30/2015 16:49:38,Thank you @Morning_Joe for explaining to @CNN and @andersoncooper and so many others that I am leading in almost all national &amp; state polls.,10,30,2015,17:10:49
239,10/30/2015 2:26:03,Loved doing the debate last night on @CNBC. Check out all of the polls! Everyone agrees that Harwood bombed!,10,30,2015,17:10:49
240,10/30/2015 1:59:22,My interview on @ThisWeekABC with @GStephanopoulos had a 40%+ ratings increase over same Sunday last year. 20% over last week.,10,30,2015,17:10:49
241,10/29/2015 15:21:06,CNBC poll: Trump won #GOPDebate #MakeAmericaGreatAgain #Trump2016 https://t.co/JEyniIGJPJ https://t.co/wEdauo3Drm,10,29,2015,17:10:49
242,10/29/2015 14:42:01,"""@DRUDGE_REPORT: TRUMP WINS CNBC INSTANT POLL; RUBIO SECOND... DEVELOPING... https://t.co/6fnTksKipQ""",10,29,2015,17:10:49
243,10/29/2015 13:15:53,"""@eVDefuse: @realDonaldTrump they should just let you be president already, you're already leading in the polls.""",10,29,2015,17:10:49
244,10/29/2015 10:51:04,"""@iStandWithUSA: 62% said that @realDonaldTrump won #GOP Debate Vote your stand: https://t.co/l3XVkWXIEP #USA #Election2016",10,29,2015,17:10:49
245,10/29/2015 10:49:47,"""@GravisMarketing: @OANN Gravis Marketing Poll @realDonaldTrump leading. https://t.co/5bPZOBhz4h""  Great!",10,29,2015,17:10:49
246,10/29/2015 7:22:01,"""@TaylorWrightAU: #Trump came out as a clear winner in the polls yet again! Next #GOPDebate we need max 5 candidates, too many on the stage!",10,29,2015,17:10:49
247,10/29/2015 6:20:28,"""@currentlyFeed: The #CNBCGOPDebate poll closed with #Trump2016 declared the official winner.",10,29,2015,17:10:49
248,10/29/2015 6:19:36,"""@ngb6060: @realDonaldTrump showing why he should be our next President. Tremendous Debate. Winning all the post Debate polls.",10,29,2015,17:10:49
249,10/29/2015 5:58:00,Drudge Poll on who won the 3rd #GOPDebate. Thank you! https://t.co/lCdolIJMsL,10,29,2015,17:10:49
250,10/29/2015 5:53:20,Thank you Colorado! An honor to win @NBC @9News #GOPDebate Poll. https://t.co/rvnUQemej0,10,29,2015,17:10:49
251,10/29/2015 3:27:43,The #CNBCGOPDebate poll closed with #Trump2016 declared the official winner. Thank you! https://t.co/3mFHLcSbwD https://t.co/ZPiXAR5rFC,10,29,2015,17:10:49
252,10/29/2015 3:20:13,"Thanks everyone, they all said  I won the debate. Even won the @CNBC Poll!",10,29,2015,17:10:49
253,10/28/2015 23:26:15,"Via @MailOnline ""Trump still in the lead by a whopping 14 points after fluke survey had put Carson on top""-  https://t.co/tfaOARLoZb",10,28,2015,17:10:49
254,10/28/2015 20:10:46,@CNBC  POLL  TOTAL: TRUMP 25.22  CARSON 19.78  RUBIO 9.67....,10,28,2015,17:10:49
255,10/28/2015 18:22:36,".@TheEconomist Poll, one of the most highly respected, was just released. Wow, wait until the media digests these numbers - won't be happy!",10,28,2015,17:10:49
256,10/28/2015 17:51:07,I'm sure the media will not report the highly respected new national poll that just came out via The Economist. 32%! https://t.co/aalSqnGHa3,10,28,2015,17:10:49
257,10/28/2015 15:47:14,"""@cmrose111: @realDonaldTrump  @CNBC  get your polls straight. Trump is going to win. He is the only one tough enough to run this country.""",10,28,2015,17:10:49
258,10/28/2015 15:45:58,"""@mozarttaig1: @CNBC is trying to drive down poll numbers to install Carson - who the Establishment GOP will promptly roll. Win Don Win!""",10,28,2015,17:10:49
259,10/28/2015 15:32:17,Does anybody think that @CNBC will get their fictitious  polling numbers corrected sometime prior to the start of the debate. Sad!,10,28,2015,17:10:49
260,10/28/2015 15:01:42,".@CNBC continues to report fictious poll numbers. Number one, based on every statistic, is Trump (by a wide margin). They just can't say it!",10,28,2015,17:10:49
261,10/28/2015 12:46:44,"""@MarieLeff: Debate night! #TeamTrump16 is behind you 5000%  National Lead TRUMP 35.6% CARSON 21.7% https://t.co/KVgRDHlJH1""",10,28,2015,17:10:49
262,10/28/2015 3:18:32,"""@2bigj: @realDonaldTrump A lot of people I know are voting Trump in NC none have been polled your lead is bigger than anyone can imagine.""",10,28,2015,17:10:49
263,10/27/2015 21:46:46,"Just out, wonderful poll in North Carolina. #Trump2016 
#MakeAmericaGreatAgain 
https://t.co/xdZGkdtNev",10,27,2015,17:10:49
264,10/27/2015 19:01:52,"""@Indies4Trump:  @HuffPostPol composite national poll #MakeAmericaGreatAgain #Trump2016 #TrumpTrain... https://t.co/VKDiYgpCEI""",10,27,2015,17:10:49
265,10/27/2015 18:59:41,"""@faagifts: @OANN WTG, GREAT JOB. U R THE BEST PICK OUT OF ALL OF THE CANDIDATES &amp; OHIO KNOWS THIS 2.THAT IS WHY U R LEADING THERE TOO""",10,27,2015,17:10:49
266,10/27/2015 18:25:57,National GOP Presidential Poll via @OANN @realDonaldTrump 35.6% #Trump2016 https://t.co/Mvcj1ZH3Ql,10,27,2015,17:10:49
267,10/27/2015 16:14:20,"""Trump's National Lead Increases to 35.6% Going into the Third GOP Debate it's Trump, Carson and Rubio"" https://t.co/8SJazkQ3I1 …",10,27,2015,17:10:49
268,10/27/2015 14:43:37,New Gravis national poll just out --- 36%! Very nice! #MakeAmericaGreatAgain,10,27,2015,17:10:49
269,10/27/2015 12:02:51,"""@RhatPatriot: @FoxBusiness @realDonaldTrump   Why not post the other polls where Trump has 40 percent and Carson is in the teens? Strange?""",10,27,2015,17:10:49
270,10/26/2015 19:04:57,RT @FoxBusiness: New poll shows @realDonaldTrump and @RealBenCarson are tied atop the #GOP field in Iowa. https://t.co/syPMypwE0E,10,26,2015,17:10:49
271,10/26/2015 0:06:43,"Leaving for New Hampshire now. Will be doing the @TODAYshow there, live at 7:00 A.M. New @CBSNews Poll of New Hampshire: Trump 38 Carson 12!",10,26,2015,17:10:49
272,10/25/2015 19:21:35,"""@curtismuddog:  @ByronYork Latest Poll shows Donald Trump winning 70% of Electoral Vote Against Hillary Clinton! https://t.co/OT98Y8f0GE""",10,25,2015,17:10:49
273,10/25/2015 19:20:11,"""@cospy8: @realDonaldTrump @ByronYork @CBSNews @CNN WAY ahead in all the polls that matter. TRUMP FOR PRESIDENT""",10,25,2015,17:10:49
274,10/25/2015 18:36:34,.@ByronYork  Great numbers from @CBSNews Poll. Also from ABC-Washington Post Poll. Thank you!  @CNN,10,25,2015,17:10:49
275,10/25/2015 17:53:31,Do you believe that @FoxNews is still playing up the old Iowa poll numbers and no mention of the ABCWashington Post or just out CBS results?,10,25,2015,17:10:49
276,10/25/2015 16:11:58,.@CBSNews Poll - WOW!  New Hampshire  TRUMP 38% CARSON 12% BUSH 8%  South Carolina TRUMP 40% CARSON 23% CRUZ 8% Iowa TRUMP 27% CARSON 27%,10,25,2015,17:10:49
277,10/25/2015 14:29:51,"Watch my interview on @CBSNews Face The Nation now and, also, the new CBS POLLS which, if good for me, the media won't report!",10,25,2015,17:10:49
278,10/25/2015 13:40:57,Big poll comes out today on Face The Nation at 10:30 on @CBSNews.,10,25,2015,17:10:49
279,10/25/2015 11:18:17,A big POLL will be announced this morning on @CBSNews  Face The Nation. I wonder if I do well if the press will report the results? Doubt it,10,25,2015,17:10:49
280,10/25/2015 3:47:03,"""@aviv1818: Trumpachusetts: Donald Trump Tops Poll of Bay State Voters: https://t.co/VC6mogbdMt @foxnewspolitics AC360""  Thanks, great news",10,25,2015,17:10:49
281,10/25/2015 3:32:03,"""@christotepis: Donald Trump Leads in Expectations, Shows Strength on Attributes (POLL) - ABC News - https://t.co/5YvRmCqL6B via @ABC""",10,25,2015,17:10:49
282,10/24/2015 10:58:11,"""@santiagos58: YouGov National Poll  Donald Trump Continues To Dominate Field With All Demographics. The Last Refuge https://t.co/HrMActE2e6",10,24,2015,17:10:49
283,10/21/2015 14:40:53,RT @DiamondandSilk: A New Poll shows .@realDonaldTrump will most likely win the GOP Nomination.  @DiamondandSilk #stump4trumpbaby! https://…,10,21,2015,17:10:49
284,10/21/2015 13:07:36,RT @johnrobertsFox: New @WashPostDC poll shows @realDonaldTrump with a commanding lead - 10 points above his closest competition @RealBenCa…,10,21,2015,17:10:49
285,10/21/2015 13:07:01,"RT @johnrobertsFox: New @washingtonpost poll finds ""lean Republicans"" think @realDonaldTrump most likely to be GOP nominee and has best cha…",10,21,2015,17:10:49
286,10/21/2015 11:33:11,"New poll by ABC News/Washington Post  TRUMP 32  CARSON 22  RUBIO 10  BUSH 7  Wow, how will the media put a negative spin on this one?",10,21,2015,17:10:49
287,10/21/2015 11:13:23,"""@dcexaminer: Rasmussen: @realDonaldTrump now beats @HillaryClinton 38%-36% nationally https://t.co/NuNulI0Voi https://t.co/1BAPAKad62""",10,21,2015,17:10:49
288,10/21/2015 10:41:40,I will be interviewed on @GMA Good Morning America at 7:00 A.M. @ABC will be announcing new poll numbers. MAKE AMERICA GREAT AGAIN!,10,21,2015,17:10:49
289,10/21/2015 10:36:45,Just out: Boston Herald/Franklin Pierce Poll  N.H.  TRUMP 28 (up 10)  CARSON 16  BUSH 9  RUBIO 6  CRUZ 5  Press will say they are surging!,10,21,2015,17:10:49
290,10/21/2015 3:47:04,"""@piersmorgan: Donald Trump still dominating all polls, debate, cable news, gossip...everything. The GOP nomination is his, he rarely loses!",10,21,2015,17:10:49
291,10/21/2015 2:46:47,I will be interviewed on @GMA Good Morning America tomorrow at 7:00 A.M. Big new ABC poll coming out - I hope I do well!,10,21,2015,17:10:49
292,10/21/2015 0:25:53,"""@Portosj81J: @realDonaldTrump #Trump2016 #Trump hits his highest poll number yet; #Carson, #Rubio make small gains https://t.co/1f8dmS2Uza",10,21,2015,17:10:49
293,10/21/2015 0:21:43,".@KarlRove  Had my best day ever in the polls, one had me at 41% - Morning Consult. Boston Globe, Monmouth, NBC and CNN all great. More!",10,21,2015,17:10:49
294,10/20/2015 19:42:19,"""Donald Trump tops Franklin-Pierce/Herald poll at 28 percent in N.H.""  https://t.co/gXXJ4YhKIW",10,20,2015,17:10:49
295,10/20/2015 19:33:05,"Lots of great new polls--big leads!  https://t.co/Og4SN4eXbO
   
  https://t.co/xJaAWC9RgO
   
  https://t.co/8FyxYEna0h",10,20,2015,17:10:49
296,10/20/2015 2:56:26,"""@nickmichaels12: Since late July 2015, DJT consistently been the front-runner in public opinion polls for the Republican Party nomination.",10,20,2015,17:10:49
297,10/19/2015 17:42:17,"NEW POLL: Trump Blue Collar Support highest since FDR in 1930s--WOW! 
http://t.co/fnRIXJWCVf",10,19,2015,17:10:49
